,RFrac,InitialTumourSize,Cost,Turnover,ReplicateId,Time,TreatmentBranch,TTP_CT_CA,TTP_AT50_CA,AbsTimeGained_CA,RelTimeGained_CA,MaxNCycles,FinalSize_R_CT,FinalSize_R_AT,NNests,InitialMeanDist,MeanConvexity
3364,0.001,0.25,0.0,0.0,841,150,MTD,,,,,2.0,291.0,219.0,3,,0.861002159868621
3365,0.001,0.25,0.0,0.0,841,250,MTD,,,,,2.0,291.0,219.0,3,,0.7390485599900423
3366,0.001,0.25,0.0,0.0,841,150,AT50,,,,,2.0,291.0,219.0,3,,0.8064229649175655
3367,0.001,0.25,0.0,0.0,841,250,AT50,,,,,2.0,291.0,219.0,2,,0.6823523841615142
3368,0.001,0.25,0.0,0.0,842,150,MTD,,,,,2.0,265.0,253.0,3,,0.8898988196374313
3369,0.001,0.25,0.0,0.0,842,250,MTD,,,,,2.0,265.0,253.0,3,,0.8200306118810001
3370,0.001,0.25,0.0,0.0,842,150,AT50,,,,,2.0,265.0,253.0,3,,0.8087354773138519
3371,0.001,0.25,0.0,0.0,842,250,AT50,,,,,2.0,265.0,253.0,3,,0.760200365169467
3372,0.001,0.25,0.0,0.0,843,150,MTD,,,,,2.0,250.0,122.0,3,,0.842256644197465
3373,0.001,0.25,0.0,0.0,843,250,MTD,,,,,2.0,250.0,122.0,3,,0.7427327949910749
3374,0.001,0.25,0.0,0.0,843,150,AT50,,,,,2.0,250.0,122.0,3,,0.8859735312013401
3375,0.001,0.25,0.0,0.0,843,250,AT50,,,,,2.0,250.0,122.0,3,,0.8026854776444363
3376,0.001,0.25,0.0,0.0,844,150,MTD,,,,,2.0,324.0,253.0,3,,0.8382030799209227
3377,0.001,0.25,0.0,0.0,844,250,MTD,,,,,2.0,324.0,253.0,3,,0.772300239385339
3378,0.001,0.25,0.0,0.0,844,150,AT50,,,,,2.0,324.0,253.0,3,,0.8021062044376333
3379,0.001,0.25,0.0,0.0,844,250,AT50,,,,,2.0,324.0,253.0,3,,0.6895296887347762
3380,0.001,0.25,0.0,0.0,845,150,MTD,,,,,2.0,360.0,207.0,3,,0.8226108651251511
3381,0.001,0.25,0.0,0.0,845,250,MTD,,,,,2.0,360.0,207.0,3,,0.6977712511708113
3382,0.001,0.25,0.0,0.0,845,150,AT50,,,,,2.0,360.0,207.0,3,,0.8571923533135833
3383,0.001,0.25,0.0,0.0,845,250,AT50,,,,,2.0,360.0,207.0,3,,0.7710163878010284
3384,0.001,0.25,0.0,0.0,846,150,MTD,,,,,3.0,277.0,142.0,3,,0.8036500004129041
3385,0.001,0.25,0.0,0.0,846,250,MTD,,,,,3.0,277.0,142.0,3,,0.7668985543227751
3386,0.001,0.25,0.0,0.0,846,150,AT50,,,,,3.0,277.0,142.0,3,,0.8785881322022066
3387,0.001,0.25,0.0,0.0,846,250,AT50,,,,,3.0,277.0,142.0,3,,0.7688379724036675
3388,0.001,0.25,0.0,0.0,847,150,MTD,,,,,2.0,286.0,127.0,3,,0.8485416221677459
3389,0.001,0.25,0.0,0.0,847,250,MTD,,,,,2.0,286.0,127.0,3,,0.792471274445568
3390,0.001,0.25,0.0,0.0,847,150,AT50,,,,,2.0,286.0,127.0,3,,0.8865077374649806
3391,0.001,0.25,0.0,0.0,847,250,AT50,,,,,2.0,286.0,127.0,3,,0.8412830946505915
3392,0.001,0.25,0.0,0.0,848,150,MTD,,,,,2.0,253.0,183.0,3,,0.884113500039423
3393,0.001,0.25,0.0,0.0,848,250,MTD,,,,,2.0,253.0,183.0,3,,0.7978891154270104
3394,0.001,0.25,0.0,0.0,848,150,AT50,,,,,2.0,253.0,183.0,3,,0.7771080643882001
3395,0.001,0.25,0.0,0.0,848,250,AT50,,,,,2.0,253.0,183.0,3,,0.7659830476052005
3396,0.001,0.25,0.0,0.0,849,150,MTD,,,,,3.0,311.0,210.0,3,,0.7583648705992401
3397,0.001,0.25,0.0,0.0,849,250,MTD,,,,,3.0,311.0,210.0,2,,0.7472308560336811
3398,0.001,0.25,0.0,0.0,849,150,AT50,,,,,3.0,311.0,210.0,3,,0.8716551358208672
3399,0.001,0.25,0.0,0.0,849,250,AT50,,,,,3.0,311.0,210.0,2,,0.634352722664681
3400,0.001,0.25,0.0,0.0,850,150,MTD,,,,,2.0,209.0,235.0,3,,0.9185303629561253
3401,0.001,0.25,0.0,0.0,850,250,MTD,,,,,2.0,209.0,235.0,3,,0.8072021990410838
3402,0.001,0.25,0.0,0.0,850,150,AT50,,,,,2.0,209.0,235.0,3,,0.8884716711510242
3403,0.001,0.25,0.0,0.0,850,250,AT50,,,,,2.0,209.0,235.0,3,,0.7316877988513583
3404,0.001,0.25,0.0,0.0,851,150,MTD,,,,,2.0,280.0,210.0,3,,0.8825079805440432
3405,0.001,0.25,0.0,0.0,851,250,MTD,,,,,2.0,280.0,210.0,2,,0.7938131821221843
3406,0.001,0.25,0.0,0.0,851,150,AT50,,,,,2.0,280.0,210.0,3,,0.861688094337774
3407,0.001,0.25,0.0,0.0,851,250,AT50,,,,,2.0,280.0,210.0,2,,0.797410848667583
3408,0.001,0.25,0.0,0.0,852,150,MTD,,,,,2.0,261.0,155.0,3,,0.8931628994370474
3409,0.001,0.25,0.0,0.0,852,250,MTD,,,,,2.0,261.0,155.0,2,,0.7313509758622383
3410,0.001,0.25,0.0,0.0,852,150,AT50,,,,,2.0,261.0,155.0,3,,0.8882247708178374
3411,0.001,0.25,0.0,0.0,852,250,AT50,,,,,2.0,261.0,155.0,3,,0.7227908199208648
3412,0.001,0.25,0.0,0.0,853,150,MTD,,,,,2.0,309.0,207.0,3,,0.7972590242981754
3413,0.001,0.25,0.0,0.0,853,250,MTD,,,,,2.0,309.0,207.0,3,,0.7164548551787969
3414,0.001,0.25,0.0,0.0,853,150,AT50,,,,,2.0,309.0,207.0,3,,0.9174252419321861
3415,0.001,0.25,0.0,0.0,853,250,AT50,,,,,2.0,309.0,207.0,3,,0.7215181868476752
3416,0.001,0.25,0.0,0.0,854,150,MTD,,,,,3.0,248.0,190.0,3,,0.868046596024867
3417,0.001,0.25,0.0,0.0,854,250,MTD,,,,,3.0,248.0,190.0,3,,0.7883084148357274
3418,0.001,0.25,0.0,0.0,854,150,AT50,,,,,3.0,248.0,190.0,3,,0.8286874235853502
3419,0.001,0.25,0.0,0.0,854,250,AT50,,,,,3.0,248.0,190.0,3,,0.7826741589447734
3420,0.001,0.25,0.0,0.0,855,150,MTD,,,,,2.0,339.0,248.0,3,,0.8470649718909761
3421,0.001,0.25,0.0,0.0,855,250,MTD,,,,,2.0,339.0,248.0,3,,0.751499995332008
3422,0.001,0.25,0.0,0.0,855,150,AT50,,,,,2.0,339.0,248.0,3,,0.7860038686002996
3423,0.001,0.25,0.0,0.0,855,250,AT50,,,,,2.0,339.0,248.0,3,,0.7221052244269929
3424,0.001,0.25,0.0,0.0,856,150,MTD,,,,,2.0,260.0,197.0,2,,0.7474591640830391
3425,0.001,0.25,0.0,0.0,856,250,MTD,,,,,2.0,260.0,197.0,2,,0.7898647532239051
3426,0.001,0.25,0.0,0.0,856,150,AT50,,,,,2.0,260.0,197.0,3,,0.8972743996231415
3427,0.001,0.25,0.0,0.0,856,250,AT50,,,,,2.0,260.0,197.0,2,,0.7527143956242538
3428,0.001,0.25,0.0,0.0,857,150,MTD,,,,,2.0,340.0,257.0,3,,0.8921422858332324
3429,0.001,0.25,0.0,0.0,857,250,MTD,,,,,2.0,340.0,257.0,3,,0.7900437162591095
3430,0.001,0.25,0.0,0.0,857,150,AT50,,,,,2.0,340.0,257.0,3,,0.8227419335275541
3431,0.001,0.25,0.0,0.0,857,250,AT50,,,,,2.0,340.0,257.0,3,,0.7534877531934342
3432,0.001,0.25,0.0,0.0,858,150,MTD,,,,,2.0,276.0,197.0,3,,0.8172113760233802
3433,0.001,0.25,0.0,0.0,858,250,MTD,,,,,2.0,276.0,197.0,3,,0.773021565373874
3434,0.001,0.25,0.0,0.0,858,150,AT50,,,,,2.0,276.0,197.0,3,,0.8303197802987755
3435,0.001,0.25,0.0,0.0,858,250,AT50,,,,,2.0,276.0,197.0,3,,0.7575975340559173
3436,0.001,0.25,0.0,0.0,859,150,MTD,,,,,2.0,230.0,254.0,3,,0.8883246405377495
3437,0.001,0.25,0.0,0.0,859,250,MTD,,,,,2.0,230.0,254.0,3,,0.7776197769015146
3438,0.001,0.25,0.0,0.0,859,150,AT50,,,,,2.0,230.0,254.0,3,,0.8045742730547873
3439,0.001,0.25,0.0,0.0,859,250,AT50,,,,,2.0,230.0,254.0,3,,0.7502424459095595
3440,0.001,0.25,0.0,0.0,860,150,MTD,,,,,3.0,199.0,177.0,3,,0.8664638575019464
3441,0.001,0.25,0.0,0.0,860,250,MTD,,,,,3.0,199.0,177.0,3,,0.756674590611301
3442,0.001,0.25,0.0,0.0,860,150,AT50,,,,,3.0,199.0,177.0,3,,0.9023775015537113
3443,0.001,0.25,0.0,0.0,860,250,AT50,,,,,3.0,199.0,177.0,3,,0.7556768580349934
3444,0.001,0.25,0.0,0.0,861,150,MTD,,,,,2.0,265.0,243.0,3,,0.8776694834816802
3445,0.001,0.25,0.0,0.0,861,250,MTD,,,,,2.0,265.0,243.0,3,,0.7343537603992077
3446,0.001,0.25,0.0,0.0,861,150,AT50,,,,,2.0,265.0,243.0,3,,0.8693854004187176
3447,0.001,0.25,0.0,0.0,861,250,AT50,,,,,2.0,265.0,243.0,3,,0.6819505035063546
3448,0.001,0.25,0.0,0.0,862,150,MTD,,,,,2.0,184.0,162.0,3,,0.8619291975499754
3449,0.001,0.25,0.0,0.0,862,250,MTD,,,,,2.0,184.0,162.0,3,,0.8032432397515055
3450,0.001,0.25,0.0,0.0,862,150,AT50,,,,,2.0,184.0,162.0,3,,0.8577623020911059
3451,0.001,0.25,0.0,0.0,862,250,AT50,,,,,2.0,184.0,162.0,3,,0.827415602220278
3452,0.001,0.25,0.0,0.0,863,150,MTD,,,,,3.0,177.0,104.0,3,,0.9103986193122053
3453,0.001,0.25,0.0,0.0,863,250,MTD,,,,,3.0,177.0,104.0,3,,0.7951625704650184
3454,0.001,0.25,0.0,0.0,863,150,AT50,,,,,3.0,177.0,104.0,3,,0.9061425843682266
3455,0.001,0.25,0.0,0.0,863,250,AT50,,,,,3.0,177.0,104.0,3,,0.863706305940104
3456,0.001,0.25,0.0,0.0,864,150,MTD,,,,,2.0,329.0,297.0,3,,0.8497246575140789
3457,0.001,0.25,0.0,0.0,864,250,MTD,,,,,2.0,329.0,297.0,3,,0.7345110920959059
3458,0.001,0.25,0.0,0.0,864,150,AT50,,,,,2.0,329.0,297.0,3,,0.784338690998554
3459,0.001,0.25,0.0,0.0,864,250,AT50,,,,,2.0,329.0,297.0,3,,0.7162516302096141
3460,0.001,0.25,0.0,0.0,865,150,MTD,,,,,2.0,316.0,167.0,3,,0.8648533947232746
3461,0.001,0.25,0.0,0.0,865,250,MTD,,,,,2.0,316.0,167.0,3,,0.7339057669387355
3462,0.001,0.25,0.0,0.0,865,150,AT50,,,,,2.0,316.0,167.0,3,,0.8733449736641735
3463,0.001,0.25,0.0,0.0,865,250,AT50,,,,,2.0,316.0,167.0,3,,0.809971726982098
3464,0.001,0.25,0.0,0.0,866,150,MTD,,,,,2.0,276.0,243.0,3,,0.8392535008669192
3465,0.001,0.25,0.0,0.0,866,250,MTD,,,,,2.0,276.0,243.0,3,,0.7862547083557705
3466,0.001,0.25,0.0,0.0,866,150,AT50,,,,,2.0,276.0,243.0,3,,0.7854743920266088
3467,0.001,0.25,0.0,0.0,866,250,AT50,,,,,2.0,276.0,243.0,3,,0.7517438512865628
3468,0.001,0.25,0.0,0.0,867,150,MTD,,,,,2.0,227.0,197.0,3,,0.8541416690404597
3469,0.001,0.25,0.0,0.0,867,250,MTD,,,,,2.0,227.0,197.0,3,,0.7944498218546521
3470,0.001,0.25,0.0,0.0,867,150,AT50,,,,,2.0,227.0,197.0,3,,0.824598762724448
3471,0.001,0.25,0.0,0.0,867,250,AT50,,,,,2.0,227.0,197.0,3,,0.7270875863689698
3472,0.001,0.25,0.0,0.0,868,150,MTD,,,,,2.0,168.0,123.0,3,,0.9101406021742298
3473,0.001,0.25,0.0,0.0,868,250,MTD,,,,,2.0,168.0,123.0,3,,0.7512270762148603
3474,0.001,0.25,0.0,0.0,868,150,AT50,,,,,2.0,168.0,123.0,3,,0.9060776276347436
3475,0.001,0.25,0.0,0.0,868,250,AT50,,,,,2.0,168.0,123.0,3,,0.7855619196833796
3476,0.001,0.25,0.0,0.0,869,150,MTD,,,,,3.0,247.0,192.0,3,,0.8383366457692154
3477,0.001,0.25,0.0,0.0,869,250,MTD,,,,,3.0,247.0,192.0,3,,0.7748297335727301
3478,0.001,0.25,0.0,0.0,869,150,AT50,,,,,3.0,247.0,192.0,3,,0.8829115146722489
3479,0.001,0.25,0.0,0.0,869,250,AT50,,,,,3.0,247.0,192.0,3,,0.7745623118453864
3480,0.001,0.25,0.0,0.0,870,150,MTD,,,,,2.0,308.0,252.0,3,,0.7933488975710904
3481,0.001,0.25,0.0,0.0,870,250,MTD,,,,,2.0,308.0,252.0,3,,0.7164986642178345
3482,0.001,0.25,0.0,0.0,870,150,AT50,,,,,2.0,308.0,252.0,3,,0.7867309634753576
3483,0.001,0.25,0.0,0.0,870,250,AT50,,,,,2.0,308.0,252.0,3,,0.7315663747097144
3484,0.001,0.25,0.0,0.0,871,150,MTD,,,,,2.0,271.0,217.0,2,,0.7528266474847167
3485,0.001,0.25,0.0,0.0,871,250,MTD,,,,,2.0,271.0,217.0,2,,0.8066407316846067
3486,0.001,0.25,0.0,0.0,871,150,AT50,,,,,2.0,271.0,217.0,3,,0.8734096494332894
3487,0.001,0.25,0.0,0.0,871,250,AT50,,,,,2.0,271.0,217.0,2,,0.6986475202279337
3488,0.001,0.25,0.0,0.0,872,150,MTD,,,,,2.0,393.0,321.0,3,,0.8373629666805525
3489,0.001,0.25,0.0,0.0,872,250,MTD,,,,,2.0,393.0,321.0,3,,0.7692234874349736
3490,0.001,0.25,0.0,0.0,872,150,AT50,,,,,2.0,393.0,321.0,3,,0.8060884609871671
3491,0.001,0.25,0.0,0.0,872,250,AT50,,,,,2.0,393.0,321.0,3,,0.7239558632194644
3492,0.001,0.25,0.0,0.0,873,150,MTD,,,,,2.0,412.0,236.0,3,,0.7851990898120035
3493,0.001,0.25,0.0,0.0,873,250,MTD,,,,,2.0,412.0,236.0,3,,0.787797594328303
3494,0.001,0.25,0.0,0.0,873,150,AT50,,,,,2.0,412.0,236.0,3,,0.8035865718635674
3495,0.001,0.25,0.0,0.0,873,250,AT50,,,,,2.0,412.0,236.0,3,,0.646883998713426
3496,0.001,0.25,0.0,0.0,874,150,MTD,,,,,3.0,284.0,159.0,3,,0.8684130299712796
3497,0.001,0.25,0.0,0.0,874,250,MTD,,,,,3.0,284.0,159.0,3,,0.7892427328825482
3498,0.001,0.25,0.0,0.0,874,150,AT50,,,,,3.0,284.0,159.0,3,,0.9464600243680291
3499,0.001,0.25,0.0,0.0,874,250,AT50,,,,,3.0,284.0,159.0,3,,0.7623881905449085
3500,0.001,0.25,0.0,0.0,875,150,MTD,,,,,2.0,284.0,213.0,3,,0.8402846100239141
3501,0.001,0.25,0.0,0.0,875,250,MTD,,,,,2.0,284.0,213.0,3,,0.7238174923771687
3502,0.001,0.25,0.0,0.0,875,150,AT50,,,,,2.0,284.0,213.0,3,,0.8692795942476171
3503,0.001,0.25,0.0,0.0,875,250,AT50,,,,,2.0,284.0,213.0,3,,0.7198504575459591
3504,0.001,0.25,0.0,0.0,876,150,MTD,,,,,2.0,232.0,237.0,3,,0.8570589399303964
3505,0.001,0.25,0.0,0.0,876,250,MTD,,,,,2.0,232.0,237.0,3,,0.7458567769123204
3506,0.001,0.25,0.0,0.0,876,150,AT50,,,,,2.0,232.0,237.0,3,,0.8677782207390271
3507,0.001,0.25,0.0,0.0,876,250,AT50,,,,,2.0,232.0,237.0,3,,0.7442508139674316
3508,0.001,0.25,0.0,0.0,877,150,MTD,,,,,2.0,332.0,182.0,3,,0.8318649725412639
3509,0.001,0.25,0.0,0.0,877,250,MTD,,,,,2.0,332.0,182.0,3,,0.7808235906611237
3510,0.001,0.25,0.0,0.0,877,150,AT50,,,,,2.0,332.0,182.0,3,,0.8368653481520445
3511,0.001,0.25,0.0,0.0,877,250,AT50,,,,,2.0,332.0,182.0,3,,0.7536136842780673
3512,0.001,0.25,0.0,0.0,878,150,MTD,,,,,2.0,290.0,161.0,3,,0.8505091516854875
3513,0.001,0.25,0.0,0.0,878,250,MTD,,,,,2.0,290.0,161.0,2,,0.7176412868644549
3514,0.001,0.25,0.0,0.0,878,150,AT50,,,,,2.0,290.0,161.0,3,,0.9217972044741058
3515,0.001,0.25,0.0,0.0,878,250,AT50,,,,,2.0,290.0,161.0,2,,0.7493269346600855
3516,0.001,0.25,0.0,0.0,879,150,MTD,,,,,2.0,332.0,312.0,3,,0.7964782876478856
3517,0.001,0.25,0.0,0.0,879,250,MTD,,,,,2.0,332.0,312.0,3,,0.7788892035366448
3518,0.001,0.25,0.0,0.0,879,150,AT50,,,,,2.0,332.0,312.0,3,,0.8201610740611541
3519,0.001,0.25,0.0,0.0,879,250,AT50,,,,,2.0,332.0,312.0,3,,0.739877366086108
3520,0.001,0.25,0.0,0.0,880,150,MTD,,,,,2.0,182.0,229.0,3,,0.9096884092739724
3521,0.001,0.25,0.0,0.0,880,250,MTD,,,,,2.0,182.0,229.0,3,,0.8253066787371303
3522,0.001,0.25,0.0,0.0,880,150,AT50,,,,,2.0,182.0,229.0,3,,0.9353433809034568
3523,0.001,0.25,0.0,0.0,880,250,AT50,,,,,2.0,182.0,229.0,3,,0.7960781402601643
3524,0.001,0.25,0.0,0.0,881,150,MTD,,,,,2.0,390.0,223.0,3,,0.6948882258310093
3525,0.001,0.25,0.0,0.0,881,250,MTD,,,,,2.0,390.0,223.0,2,,0.7072736820564296
3526,0.001,0.25,0.0,0.0,881,150,AT50,,,,,2.0,390.0,223.0,3,,0.8018407436514169
3527,0.001,0.25,0.0,0.0,881,250,AT50,,,,,2.0,390.0,223.0,2,,0.7360220034801386
3528,0.001,0.25,0.0,0.0,882,150,MTD,,,,,2.0,312.0,222.0,3,,0.8244569216570347
3529,0.001,0.25,0.0,0.0,882,250,MTD,,,,,2.0,312.0,222.0,2,,0.6451389870521749
3530,0.001,0.25,0.0,0.0,882,150,AT50,,,,,2.0,312.0,222.0,3,,0.8310068300148655
3531,0.001,0.25,0.0,0.0,882,250,AT50,,,,,2.0,312.0,222.0,2,,0.7318520438852263
3532,0.001,0.25,0.0,0.0,883,150,MTD,,,,,2.0,275.0,200.0,3,,0.8611844316152873
3533,0.001,0.25,0.0,0.0,883,250,MTD,,,,,2.0,275.0,200.0,3,,0.7405439483410459
3534,0.001,0.25,0.0,0.0,883,150,AT50,,,,,2.0,275.0,200.0,3,,0.8699891043229515
3535,0.001,0.25,0.0,0.0,883,250,AT50,,,,,2.0,275.0,200.0,3,,0.7992981775464866
3536,0.001,0.25,0.0,0.0,884,150,MTD,,,,,2.0,383.0,333.0,3,,0.7834468268284427
3537,0.001,0.25,0.0,0.0,884,250,MTD,,,,,2.0,383.0,333.0,3,,0.7891281981732731
3538,0.001,0.25,0.0,0.0,884,150,AT50,,,,,2.0,383.0,333.0,3,,0.7552486315308559
3539,0.001,0.25,0.0,0.0,884,250,AT50,,,,,2.0,383.0,333.0,3,,0.6052564295838425
3540,0.001,0.25,0.0,0.0,885,150,MTD,,,,,2.0,276.0,240.0,3,,0.8489610898345429
3541,0.001,0.25,0.0,0.0,885,250,MTD,,,,,2.0,276.0,240.0,3,,0.7662603189085321
3542,0.001,0.25,0.0,0.0,885,150,AT50,,,,,2.0,276.0,240.0,3,,0.7868959138135403
3543,0.001,0.25,0.0,0.0,885,250,AT50,,,,,2.0,276.0,240.0,3,,0.745516657044536
3544,0.001,0.25,0.0,0.0,886,150,MTD,,,,,2.0,279.0,196.0,3,,0.852512857611791
3545,0.001,0.25,0.0,0.0,886,250,MTD,,,,,2.0,279.0,196.0,3,,0.7990051526762322
3546,0.001,0.25,0.0,0.0,886,150,AT50,,,,,2.0,279.0,196.0,3,,0.8216419042791677
3547,0.001,0.25,0.0,0.0,886,250,AT50,,,,,2.0,279.0,196.0,3,,0.7597851212285063
3548,0.001,0.25,0.0,0.0,887,150,MTD,,,,,2.0,275.0,173.0,3,,0.8783675143268619
3549,0.001,0.25,0.0,0.0,887,250,MTD,,,,,2.0,275.0,173.0,3,,0.7778744609240298
3550,0.001,0.25,0.0,0.0,887,150,AT50,,,,,2.0,275.0,173.0,3,,0.8800076345896576
3551,0.001,0.25,0.0,0.0,887,250,AT50,,,,,2.0,275.0,173.0,3,,0.7420356062731702
3552,0.001,0.25,0.0,0.0,888,150,MTD,,,,,2.0,217.0,133.0,3,,0.9001663648281514
3553,0.001,0.25,0.0,0.0,888,250,MTD,,,,,2.0,217.0,133.0,3,,0.7814563849979436
3554,0.001,0.25,0.0,0.0,888,150,AT50,,,,,2.0,217.0,133.0,3,,0.8707756323235311
3555,0.001,0.25,0.0,0.0,888,250,AT50,,,,,2.0,217.0,133.0,3,,0.8173742824322093
3556,0.001,0.25,0.0,0.0,889,150,MTD,,,,,2.0,357.0,316.0,3,,0.8780373062451434
3557,0.001,0.25,0.0,0.0,889,250,MTD,,,,,2.0,357.0,316.0,3,,0.74577119794527
3558,0.001,0.25,0.0,0.0,889,150,AT50,,,,,2.0,357.0,316.0,3,,0.7993414926666323
3559,0.001,0.25,0.0,0.0,889,250,AT50,,,,,2.0,357.0,316.0,3,,0.7620490493261519
3560,0.001,0.25,0.0,0.0,890,150,MTD,,,,,3.0,187.0,200.0,3,,0.9309739525169393
3561,0.001,0.25,0.0,0.0,890,250,MTD,,,,,3.0,187.0,200.0,3,,0.8793853724369916
3562,0.001,0.25,0.0,0.0,890,150,AT50,,,,,3.0,187.0,200.0,3,,0.8314070972675061
3563,0.001,0.25,0.0,0.0,890,250,AT50,,,,,3.0,187.0,200.0,3,,0.8233229781255234
3564,0.001,0.25,0.0,0.0,891,150,MTD,,,,,2.0,227.0,165.0,3,,0.8444971624953918
3565,0.001,0.25,0.0,0.0,891,250,MTD,,,,,2.0,227.0,165.0,2,,0.7026418381342876
3566,0.001,0.25,0.0,0.0,891,150,AT50,,,,,2.0,227.0,165.0,3,,0.8817633085238276
3567,0.001,0.25,0.0,0.0,891,250,AT50,,,,,2.0,227.0,165.0,2,,0.7013547978820547
3568,0.001,0.25,0.0,0.0,892,150,MTD,,,,,2.0,360.0,289.0,3,,0.8125373684975982
3569,0.001,0.25,0.0,0.0,892,250,MTD,,,,,2.0,360.0,289.0,3,,0.7658710748519896
3570,0.001,0.25,0.0,0.0,892,150,AT50,,,,,2.0,360.0,289.0,3,,0.8435516084260938
3571,0.001,0.25,0.0,0.0,892,250,AT50,,,,,2.0,360.0,289.0,3,,0.6662039323103984
3572,0.001,0.25,0.0,0.0,893,150,MTD,,,,,2.0,294.0,178.0,3,,0.888293947401615
3573,0.001,0.25,0.0,0.0,893,250,MTD,,,,,2.0,294.0,178.0,3,,0.7738682543341825
3574,0.001,0.25,0.0,0.0,893,150,AT50,,,,,2.0,294.0,178.0,3,,0.8249476861523665
3575,0.001,0.25,0.0,0.0,893,250,AT50,,,,,2.0,294.0,178.0,3,,0.7696318584514178
3576,0.001,0.25,0.0,0.0,894,150,MTD,,,,,2.0,197.0,119.0,2,,0.8431962185382329
3577,0.001,0.25,0.0,0.0,894,250,MTD,,,,,2.0,197.0,119.0,2,,0.7790144986130952
3578,0.001,0.25,0.0,0.0,894,150,AT50,,,,,2.0,197.0,119.0,2,,0.8439834182904604
3579,0.001,0.25,0.0,0.0,894,250,AT50,,,,,2.0,197.0,119.0,2,,0.690472657299205
3580,0.001,0.25,0.0,0.0,895,150,MTD,,,,,2.0,351.0,179.0,3,,0.8282748917905689
3581,0.001,0.25,0.0,0.0,895,250,MTD,,,,,2.0,351.0,179.0,3,,0.792393293260507
3582,0.001,0.25,0.0,0.0,895,150,AT50,,,,,2.0,351.0,179.0,3,,0.8498742887424399
3583,0.001,0.25,0.0,0.0,895,250,AT50,,,,,2.0,351.0,179.0,3,,0.7358989561444064
3584,0.001,0.25,0.0,0.0,896,150,MTD,,,,,2.0,177.0,201.0,3,,0.908669900082317
3585,0.001,0.25,0.0,0.0,896,250,MTD,,,,,2.0,177.0,201.0,3,,0.7674023424483911
3586,0.001,0.25,0.0,0.0,896,150,AT50,,,,,2.0,177.0,201.0,3,,0.8681763606816242
3587,0.001,0.25,0.0,0.0,896,250,AT50,,,,,2.0,177.0,201.0,3,,0.7931476054967638
3588,0.001,0.25,0.0,0.0,897,150,MTD,,,,,2.0,399.0,237.0,3,,0.8526579025258889
3589,0.001,0.25,0.0,0.0,897,250,MTD,,,,,2.0,399.0,237.0,3,,0.7343877317459356
3590,0.001,0.25,0.0,0.0,897,150,AT50,,,,,2.0,399.0,237.0,3,,0.8805150403216798
3591,0.001,0.25,0.0,0.0,897,250,AT50,,,,,2.0,399.0,237.0,3,,0.7380706684706548
3592,0.001,0.25,0.0,0.0,898,150,MTD,,,,,2.0,365.0,183.0,3,,0.7801323823922376
3593,0.001,0.25,0.0,0.0,898,250,MTD,,,,,2.0,365.0,183.0,3,,0.7135266372373046
3594,0.001,0.25,0.0,0.0,898,150,AT50,,,,,2.0,365.0,183.0,3,,0.8482182328696853
3595,0.001,0.25,0.0,0.0,898,250,AT50,,,,,2.0,365.0,183.0,3,,0.7266635892855356
3596,0.001,0.25,0.0,0.0,899,150,MTD,,,,,2.0,266.0,151.0,3,,0.7559305072399654
3597,0.001,0.25,0.0,0.0,899,250,MTD,,,,,2.0,266.0,151.0,3,,0.7444109155646723
3598,0.001,0.25,0.0,0.0,899,150,AT50,,,,,2.0,266.0,151.0,3,,0.8823297954174573
3599,0.001,0.25,0.0,0.0,899,250,AT50,,,,,2.0,266.0,151.0,3,,0.7991625393768667
3600,0.001,0.25,0.0,0.0,900,150,MTD,,,,,2.0,342.0,229.0,3,,0.8472456935084427
3601,0.001,0.25,0.0,0.0,900,250,MTD,,,,,2.0,342.0,229.0,3,,0.719018931461273
3602,0.001,0.25,0.0,0.0,900,150,AT50,,,,,2.0,342.0,229.0,3,,0.7831850379370758
3603,0.001,0.25,0.0,0.0,900,250,AT50,,,,,2.0,342.0,229.0,3,,0.7621881635978802
3604,0.001,0.25,0.0,0.0,901,150,MTD,,,,,3.0,115.0,135.0,3,,0.9618104469817194
3605,0.001,0.25,0.0,0.0,901,250,MTD,,,,,3.0,115.0,135.0,3,,0.8324936671946274
3606,0.001,0.25,0.0,0.0,901,150,AT50,,,,,3.0,115.0,135.0,3,,0.9096694813367447
3607,0.001,0.25,0.0,0.0,901,250,AT50,,,,,3.0,115.0,135.0,3,,0.7995471722005315
3608,0.001,0.25,0.0,0.0,902,150,MTD,,,,,2.0,280.0,164.0,3,,0.8685722128141053
3609,0.001,0.25,0.0,0.0,902,250,MTD,,,,,2.0,280.0,164.0,3,,0.7872770722075125
3610,0.001,0.25,0.0,0.0,902,150,AT50,,,,,2.0,280.0,164.0,3,,0.8624686476063861
3611,0.001,0.25,0.0,0.0,902,250,AT50,,,,,2.0,280.0,164.0,3,,0.8093097569495914
3612,0.001,0.25,0.0,0.0,903,150,MTD,,,,,2.0,283.0,243.0,3,,0.8173030854771498
3613,0.001,0.25,0.0,0.0,903,250,MTD,,,,,2.0,283.0,243.0,3,,0.7796108636209924
3614,0.001,0.25,0.0,0.0,903,150,AT50,,,,,2.0,283.0,243.0,3,,0.7754101113516713
3615,0.001,0.25,0.0,0.0,903,250,AT50,,,,,2.0,283.0,243.0,3,,0.7496924143166925
